snapshot_date,warehouse_id,product_id,on_hand_qty,on_order_qty,backlog_qty,available_qty,unit_cost_vnd,inventory_value_vnd,stockout_flag,reorder_point_qty,safety_stock_qty
2025-05-24,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-24,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-24,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-24,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-05-25,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-05-25,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-05-25,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-05-25,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-05-25,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-05-25,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-05-25,WH01,P007,41,0,0,41,125000.0,5125000.0,0,23,6
2025-05-25,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-05-25,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-05-25,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-05-25,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-05-25,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-05-25,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-05-25,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-05-25,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-05-25,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-05-25,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-05-25,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-05-25,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-05-25,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-05-25,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-05-25,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-05-25,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-05-25,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-05-25,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-05-25,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-05-25,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-05-25,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-05-25,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-25,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-25,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-25,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-05-26,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-05-26,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-05-26,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-05-26,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-05-26,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-05-26,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-05-26,WH01,P007,41,0,0,41,125000.0,5125000.0,0,23,6
2025-05-26,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-05-26,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-05-26,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-05-26,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-05-26,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-05-26,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-05-26,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-05-26,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-05-26,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-05-26,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-05-26,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-05-26,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-05-26,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-05-26,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-05-26,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-05-26,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-05-26,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-05-26,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-05-26,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-05-26,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-05-26,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-05-26,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-26,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-26,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-26,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-05-27,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-05-27,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-05-27,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-05-27,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-05-27,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-05-27,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-05-27,WH01,P007,41,0,0,41,125000.0,5125000.0,0,23,6
2025-05-27,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-05-27,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-05-27,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-05-27,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-05-27,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-05-27,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-05-27,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-05-27,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-05-27,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-05-27,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-05-27,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-05-27,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-05-27,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-05-27,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-05-27,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-05-27,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-05-27,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-05-27,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-05-27,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-05-27,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-05-27,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-05-27,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-27,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-27,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-27,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-05-28,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-05-28,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-05-28,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-05-28,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-05-28,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-05-28,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-05-28,WH01,P007,41,0,0,41,125000.0,5125000.0,0,23,6
2025-05-28,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-05-28,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-05-28,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-05-28,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-05-28,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-05-28,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-05-28,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-05-28,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-05-28,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-05-28,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-05-28,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-05-28,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-05-28,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-05-28,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-05-28,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-05-28,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-05-28,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-05-28,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-05-28,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-05-28,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-05-28,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-05-28,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-28,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-28,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-28,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-05-29,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-05-29,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-05-29,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-05-29,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-05-29,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-05-29,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-05-29,WH01,P007,41,0,0,41,125000.0,5125000.0,0,23,6
2025-05-29,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-05-29,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-05-29,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-05-29,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-05-29,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-05-29,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-05-29,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-05-29,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-05-29,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-05-29,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-05-29,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-05-29,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-05-29,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-05-29,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-05-29,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-05-29,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-05-29,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-05-29,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-05-29,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-05-29,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-05-29,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-05-29,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-29,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-29,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-29,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-05-30,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-05-30,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-05-30,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-05-30,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-05-30,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-05-30,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-05-30,WH01,P007,6,24,0,6,125000.0,750000.0,0,23,6
2025-05-30,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-05-30,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-05-30,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-05-30,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-05-30,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-05-30,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-05-30,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-05-30,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-05-30,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-05-30,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-05-30,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-05-30,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-05-30,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-05-30,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-05-30,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-05-30,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-05-30,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-05-30,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-05-30,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-05-30,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-05-30,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-05-30,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-30,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-30,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-30,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-05-31,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-05-31,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-05-31,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-05-31,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-05-31,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-05-31,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-05-31,WH01,P007,6,24,0,6,125000.0,750000.0,0,23,6
2025-05-31,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-05-31,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-05-31,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-05-31,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-05-31,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-05-31,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-05-31,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-05-31,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-05-31,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-05-31,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-05-31,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-05-31,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-05-31,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-05-31,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-05-31,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-05-31,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-05-31,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-05-31,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-05-31,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-05-31,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-05-31,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-05-31,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-05-31,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-05-31,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-05-31,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-06-01,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-06-01,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-06-01,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-06-01,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-06-01,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-06-01,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-06-01,WH01,P007,6,24,0,6,125000.0,750000.0,0,23,6
2025-06-01,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-06-01,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-06-01,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-06-01,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-06-01,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-06-01,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-06-01,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-06-01,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-06-01,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-06-01,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-06-01,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-06-01,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-06-01,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-06-01,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-06-01,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-06-01,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-06-01,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-06-01,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-06-01,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-06-01,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-06-01,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-06-01,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-06-01,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-06-01,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-06-01,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-06-02,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-06-02,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-06-02,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-06-02,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-06-02,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-06-02,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-06-02,WH01,P007,6,24,0,6,125000.0,750000.0,0,23,6
2025-06-02,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-06-02,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-06-02,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-06-02,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-06-02,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-06-02,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-06-02,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-06-02,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-06-02,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-06-02,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-06-02,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-06-02,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-06-02,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-06-02,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-06-02,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-06-02,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-06-02,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-06-02,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-06-02,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-06-02,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-06-02,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-06-02,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-06-02,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-06-02,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-06-02,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-06-03,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-06-03,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-06-03,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-06-03,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-06-03,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-06-03,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-06-03,WH01,P007,6,24,0,6,125000.0,750000.0,0,23,6
2025-06-03,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-06-03,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-06-03,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-06-03,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-06-03,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-06-03,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-06-03,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-06-03,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-06-03,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-06-03,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-06-03,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-06-03,WH01,P019,8,0,0,8,212000.0,1696000.0,0,5,1
2025-06-03,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-06-03,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-06-03,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-06-03,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-06-03,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-06-03,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-06-03,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-06-03,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-06-03,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-06-03,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-06-03,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
2025-06-03,WH01,P031,13,0,0,13,15782000.0,205166000.0,0,2,1
2025-06-03,WH01,P032,11,0,0,11,14984000.0,164824000.0,0,2,1
2025-06-04,WH01,P001,91,0,0,91,469000.0,42679000.0,0,88,22
2025-06-04,WH01,P002,67,0,0,67,321000.0,21507000.0,0,49,12
2025-06-04,WH01,P003,66,0,0,66,316000.0,20856000.0,0,52,13
2025-06-04,WH01,P004,51,0,0,51,467000.0,23817000.0,0,41,10
2025-06-04,WH01,P005,36,0,0,36,461000.0,16596000.0,0,28,7
2025-06-04,WH01,P006,68,0,0,68,442000.0,30056000.0,0,43,11
2025-06-04,WH01,P007,6,24,0,6,125000.0,750000.0,0,23,6
2025-06-04,WH01,P008,32,0,0,32,260000.0,8320000.0,0,20,5
2025-06-04,WH01,P009,27,0,0,27,185000.0,4995000.0,0,19,5
2025-06-04,WH01,P010,30,0,0,30,258000.0,7740000.0,0,20,5
2025-06-04,WH01,P011,37,0,0,37,211000.0,7807000.0,0,28,7
2025-06-04,WH01,P012,26,0,0,26,262000.0,6812000.0,0,20,5
2025-06-04,WH01,P013,12,0,0,12,252000.0,3024000.0,0,10,3
2025-06-04,WH01,P014,15,0,0,15,297000.0,4455000.0,0,10,3
2025-06-04,WH01,P015,9,0,0,9,92000.0,828000.0,0,7,2
2025-06-04,WH01,P016,18,0,0,18,414000.0,7452000.0,0,11,3
2025-06-04,WH01,P017,47,0,0,47,144000.0,6768000.0,0,25,6
2025-06-04,WH01,P018,44,0,0,44,228000.0,10032000.0,0,24,6
2025-06-04,WH01,P019,0,15,8,0,212000.0,0.0,1,5,1
2025-06-04,WH01,P020,22,0,0,22,268000.0,5896000.0,0,19,5
2025-06-04,WH01,P021,28,0,0,28,96000.0,2688000.0,0,21,5
2025-06-04,WH01,P022,5,0,0,5,1716000.0,8580000.0,0,3,1
2025-06-04,WH01,P023,6,0,0,6,2662000.0,15972000.0,0,4,1
2025-06-04,WH01,P024,10,0,0,10,3595000.0,35950000.0,0,6,2
2025-06-04,WH01,P025,4,0,0,4,3664000.0,14656000.0,0,3,1
2025-06-04,WH01,P026,6,0,0,6,3907000.0,23442000.0,0,4,1
2025-06-04,WH01,P027,5,0,0,5,3006000.0,15030000.0,0,4,1
2025-06-04,WH01,P028,6,0,0,6,4144000.0,24864000.0,0,2,1
2025-06-04,WH01,P029,13,0,0,13,14327000.0,186251000.0,0,2,1
2025-06-04,WH01,P030,14,0,0,14,8143000.0,114002000.0,0,2,1
