inventory_move_id,movement_date,warehouse_id,product_id,movement_type,quantity_signed,unit_cost_vnd,reference_document,reference_line,batch_no,expiry_date
IM00000271,2025-10-27,WH01,P003,Sales Issue,-13,317400.0,SO000029,SOL0000053,,
IM00000272,2025-10-29,WH01,P024,Sales Issue,-10,3503700.0,SO000065,SOL0000122,,
IM00000273,2025-10-30,WH01,P005,PO Receipt,32,450772.4339,PO000088,POL0000088,B2510089,2027-10-30
IM00000274,2025-11-03,WH01,P014,Sales Issue,-16,299100.0,SO000142,SOL0000258,,
IM00000275,2025-11-03,WH01,P015,Sales Issue,-10,93000.0,SO000142,SOL0000259,,
IM00000276,2025-11-04,WH01,P001,PO Receipt,48,472441.25082022994,PO000079,POL0000079,B2510080,2027-11-04
IM00000277,2025-11-04,WH01,P012,Sales Issue,-26,263400.0,SO000142,SOL0000257,,
IM00000278,2025-11-05,WH01,P006,Sales Issue,-9,428900.0,SO000051,SOL0000097,,
IM00000279,2025-11-06,WH01,P001,Sales Issue,-27,481700.0,SO000051,SOL0000096,,
IM00000280,2025-11-07,WH01,P006,Sales Issue,-25,453400.0,SO000087,SOL0000159,,
IM00000281,2025-11-07,WH01,P005,Sales Issue,-14,460000.0,SO000087,SOL0000160,,
IM00000282,2025-11-11,WH01,P002,PO Receipt,36,307781.01550448,PO000087,POL0000087,B2510088,2027-11-11
IM00000283,2025-11-11,WH01,P015,PO Receipt,14,96811.3957,PO000092,POL0000092,B2511093,2028-11-10
IM00000284,2025-11-11,WH01,P015,Sales Issue,-5,93000.0,SO000142,SOL0000259,,
IM00000285,2025-11-12,WH01,P001,Sales Issue,-22,472500.0,SO000102,SOL0000180,,
IM00000286,2025-11-14,WH01,P014,PO Receipt,56,272999.5727,PO000091,POL0000091,B2511092,2028-11-13
IM00000287,2025-11-14,WH01,P001,PO Receipt,32,464057.7235,PO000094,POL0000094,B2511095,2027-11-14
IM00000288,2025-11-14,WH01,P014,Sales Issue,-43,299100.0,SO000142,SOL0000258,,
IM00000289,2025-11-15,WH01,P003,PO Receipt,21,343349.77739496,PO000086,POL0000086,B2510087,2027-11-15
IM00000290,2025-11-15,WH01,P009,PO Receipt,45,170570.14640371,PO000089,POL0000089,B2510090,2028-11-14
IM00000291,2025-11-15,WH01,P009,Sales Issue,-21,190100.0,SO000088,SOL0000161,,
IM00000292,2025-11-15,WH01,P001,Sales Issue,-12,455100.0,SO000079,SOL0000146,,
IM00000293,2025-11-16,WH01,P005,Sales Issue,-17,444700.0,SO000079,SOL0000145,,
IM00000294,2025-11-16,WH01,P006,Sales Issue,-6,443600.0,SO000079,SOL0000147,,
IM00000295,2025-11-17,WH01,P005,PO Receipt,8,450772.4339,PO000095,POL0000095,B2511096,2027-11-17
IM00000296,2025-11-19,WH01,P009,Sales Issue,-24,187400.0,SO000089,SOL0000162,,
IM00000297,2025-11-20,WH01,P011,Sales Issue,-16,209600.0,SO000089,SOL0000163,,
IM00000298,2025-11-22,WH01,P005,Sales Issue,-8,448500.0,SO000160,SOL0000286,,
IM00000299,2025-11-24,WH01,P001,PO Receipt,36,464057.7235,PO000097,POL0000097,B2511098,2027-11-24
IM00000300,2025-11-25,WH01,P005,PO Receipt,24,450772.4339,PO000098,POL0000098,B2511099,2027-11-25
IM00000301,2025-11-25,WH01,P001,Sales Issue,-10,487000.0,SO000078,SOL0000144,,
IM00000302,2025-11-25,WH01,P001,Sales Issue,-52,452300.0,SO000052,SOL0000098,,
IM00000303,2025-11-26,WH01,P003,Sales Issue,-28,304300.0,SO000052,SOL0000099,,
IM00000304,2025-11-29,WH01,P027,PO Receipt,33,3143711.89913665,PO000085,POL0000085,B2510086,2028-11-28
IM00000305,2025-11-29,WH01,P027,Sales Issue,-27,2978500.0,SO000064,SOL0000119,,
IM00000306,2025-11-29,WH01,P006,Sales Issue,-14,443600.0,SO000010,SOL0000016,,
IM00000307,2025-11-30,WH01,P001,Sales Issue,-23,451600.0,SO000136,SOL0000240,,
IM00000308,2025-11-30,WH01,P005,Sales Issue,-34,467300.0,SO000136,SOL0000242,,
IM00000309,2025-11-30,WH01,P002,Sales Issue,-25,331000.0,SO000136,SOL0000243,,
IM00000310,2025-12-01,WH01,P022,PO Receipt,4,1615208.45924003,PO000081,POL0000081,B2510082,2028-11-30
IM00000311,2025-12-01,WH01,P022,QA Rejection,-1,1615208.45924003,PO000081,POL0000081,B2510082,
IM00000312,2025-12-01,WH01,P012,PO Receipt,75,281247.2222,PO000093,POL0000093,B2511094,2028-11-30
IM00000313,2025-12-01,WH01,P022,Sales Issue,-3,1661600.0,SO000064,SOL0000120,,
IM00000314,2025-12-01,WH01,P012,Sales Issue,-48,263400.0,SO000142,SOL0000257,,
IM00000315,2025-12-02,WH01,P023,PO Receipt,10,2257202.45616243,PO000083,POL0000083,B2510084,2028-12-01
IM00000316,2025-12-02,WH01,P025,PO Receipt,3,3728383.60994428,PO000084,POL0000084,B2510085,2028-12-01
IM00000317,2025-12-02,WH01,P011,PO Receipt,15,193383.9082,PO000100,POL0000100,B2511101,2027-12-02
IM00000318,2025-12-02,WH01,P023,Sales Issue,-5,2571900.0,SO000064,SOL0000121,,
IM00000319,2025-12-03,WH01,P001,PO Receipt,60,464057.7235,PO000101,POL0000101,B2511102,2027-12-03
IM00000320,2025-12-05,WH01,P006,PO Receipt,34,482707.99315152003,PO000096,POL0000096,B2511097,2028-12-04
IM00000321,2025-12-05,WH01,P006,PO Receipt,51,463758.5862,PO000103,POL0000103,B2511104,2028-12-04
IM00000322,2025-12-05,WH01,P006,Sales Issue,-31,443600.0,SO000010,SOL0000016,,
IM00000323,2025-12-05,WH01,P006,Sales Issue,-23,440700.0,SO000136,SOL0000241,,
IM00000324,2025-12-07,WH01,P022,PO Receipt,8,1616461.52977823,PO000082,POL0000082,B2510083,2028-12-06
IM00000325,2025-12-07,WH01,P022,Sales Issue,-5,1661600.0,SO000064,SOL0000120,,
IM00000326,2025-12-08,WH01,P001,Sales Issue,-11,479000.0,SO000155,SOL0000280,,
IM00000327,2025-12-09,WH01,P002,Sales Issue,-4,329500.0,SO000155,SOL0000279,,
IM00000328,2025-12-09,WH01,P015,Sales Issue,-9,90400.0,SO000119,SOL0000208,,
IM00000329,2025-12-09,WH01,P016,Sales Issue,-17,422200.0,SO000119,SOL0000209,,
IM00000330,2025-12-11,WH01,P009,PO Receipt,102,170953.23740432,PO000099,POL0000099,B2511100,2028-12-10
IM00000331,2025-12-11,WH01,P006,PO Receipt,23,463758.5862,PO000108,POL0000108,B2512109,2028-12-10
IM00000332,2025-12-11,WH01,P009,Sales Issue,-78,187400.0,SO000089,SOL0000162,,
IM00000333,2025-12-11,WH01,P001,Sales Issue,-6,470100.0,SO000115,SOL0000201,,
IM00000334,2025-12-12,WH01,P004,Sales Issue,-51,462900.0,SO000115,SOL0000202,,
IM00000335,2025-12-13,WH01,P005,PO Receipt,40,450772.4339,PO000106,POL0000106,B2511107,2027-12-13
IM00000336,2025-12-13,WH01,P005,Sales Issue,-5,467300.0,SO000136,SOL0000242,,
IM00000337,2025-12-14,WH01,P003,PO Receipt,36,342178.2925,PO000102,POL0000102,B2511103,2027-12-14
IM00000338,2025-12-14,WH01,P009,Sales Issue,-24,192400.0,SO000162,SOL0000288,,
IM00000339,2025-12-18,WH01,P001,Sales Issue,-43,456800.0,SO000165,SOL0000291,,
IM00000340,2025-12-19,WH01,P024,PO Receipt,15,3492763.8968041497,PO000090,POL0000090,B2510091,2028-12-18
IM00000341,2025-12-19,WH01,P024,Sales Issue,-7,3503700.0,SO000065,SOL0000122,,
IM00000342,2025-12-21,WH01,P024,Sales Issue,-8,3557200.0,SO000080,SOL0000148,,
IM00000343,2025-12-22,WH01,P009,PO Receipt,41,178471.6381,PO000112,POL0000112,B2512113,2028-12-21
IM00000344,2025-12-22,WH01,P009,Sales Issue,-17,192400.0,SO000162,SOL0000288,,
IM00000345,2025-12-23,WH01,P001,PO Receipt,24,475477.37005373,PO000104,POL0000104,B2511105,2027-12-23
IM00000346,2025-12-23,WH01,P002,PO Receipt,24,309309.19531236996,PO000105,POL0000105,B2511106,2027-12-23
IM00000347,2025-12-25,WH01,P015,PO Receipt,27,81434.6583,PO000109,POL0000109,B2512110,2028-12-24
IM00000348,2025-12-25,WH01,P015,Sales Issue,-16,90400.0,SO000119,SOL0000208,,
IM00000349,2025-12-25,WH01,P001,Sales Issue,-10,480800.0,SO000081,SOL0000149,,
IM00000350,2025-12-26,WH01,P001,PO Receipt,60,464057.7235,PO000113,POL0000113,B2512114,2027-12-26
IM00000351,2025-12-26,WH01,P019,Sales Issue,-7,205600.0,SO000030,SOL0000054,,
IM00000352,2025-12-26,WH01,P017,Sales Issue,-32,145400.0,SO000030,SOL0000055,,
IM00000353,2025-12-30,WH01,P020,Sales Issue,-22,263100.0,SO000092,SOL0000167,,
IM00000354,2025-12-31,WH01,P016,PO Receipt,40,374249.1981,PO000110,POL0000110,B2512111,2028-12-30
IM00000355,2025-12-31,WH01,P016,Sales Issue,-24,422200.0,SO000119,SOL0000209,,
IM00000356,2025-12-31,WH01,P021,Sales Issue,-27,95200.0,SO000092,SOL0000166,,
IM00000357,2026-01-02,WH01,P007,Sales Issue,-31,124600.0,SO000137,SOL0000244,,
IM00000358,2026-01-03,WH01,P012,Sales Issue,-27,256000.0,SO000125,SOL0000217,,
IM00000359,2026-01-04,WH01,P018,Sales Issue,-33,223800.0,SO000091,SOL0000165,,
IM00000360,2026-01-05,WH01,P004,PO Receipt,170,481660.00207920006,PO000111,POL0000111,B2512112,2028-01-05
IM00000361,2026-01-05,WH01,P017,PO Receipt,122,148051.1272,PO000116,POL0000116,B2512117,2028-01-05
IM00000362,2026-01-05,WH01,P004,Sales Issue,-119,462900.0,SO000115,SOL0000202,,
IM00000363,2026-01-05,WH01,P017,Sales Issue,-90,145400.0,SO000030,SOL0000055,,
IM00000364,2026-01-05,WH01,P004,Sales Issue,-21,458600.0,SO000090,SOL0000164,,
IM00000365,2026-01-05,WH01,P004,Sales Issue,-15,460300.0,SO000011,SOL0000017,,
IM00000366,2026-01-05,WH01,P001,Sales Issue,-8,480700.0,SO000011,SOL0000018,,
IM00000367,2026-01-06,WH01,P005,Sales Issue,-18,469400.0,SO000031,SOL0000056,,
IM00000368,2026-01-06,WH01,P009,Sales Issue,-20,181600.0,SO000130,SOL0000225,,
IM00000369,2026-01-06,WH01,P010,Sales Issue,-25,267800.0,SO000130,SOL0000226,,
IM00000370,2026-01-06,WH01,P008,Sales Issue,-30,255700.0,SO000130,SOL0000227,,
IM00000371,2026-01-07,WH01,P001,Cycle Count Adjustment,-3,469000.0,ADJ,,,
IM00000372,2026-01-07,WH01,P011,Sales Issue,-15,206900.0,SO000130,SOL0000228,,
IM00000373,2026-01-08,WH01,P018,PO Receipt,112,254084.5737,PO000122,POL0000122,B2601123,2026-07-07
IM00000374,2026-01-08,WH01,P018,Sales Issue,-81,223800.0,SO000091,SOL0000165,,
IM00000375,2026-01-11,WH01,P020,PO Receipt,112,260658.9066,PO000118,POL0000118,B2512119,2027-01-11
IM00000376,2026-01-11,WH01,P020,Sales Issue,-87,263100.0,SO000092,SOL0000167,,
IM00000377,2026-01-13,WH01,P007,PO Receipt,54,134824.6359,PO000120,POL0000120,B2601121,2028-01-13
IM00000378,2026-01-13,WH01,P007,Sales Issue,-25,124600.0,SO000137,SOL0000244,,
IM00000379,2026-01-14,WH01,P012,PO Receipt,45,281247.2222,PO000121,POL0000121,B2601122,2029-01-13
IM00000380,2026-01-14,WH01,P012,Sales Issue,-20,256000.0,SO000125,SOL0000217,,
IM00000381,2026-01-15,WH01,P001,Sales Issue,-35,471100.0,SO000131,SOL0000229,,
IM00000382,2026-01-15,WH01,P006,Sales Issue,-54,426500.0,SO000131,SOL0000231,,
IM00000383,2026-01-16,WH01,P011,PO Receipt,15,193383.9082,PO000128,POL0000128,B2601129,2028-01-16
IM00000384,2026-01-16,WH01,P003,Sales Issue,-11,314600.0,SO000131,SOL0000230,,
IM00000385,2026-01-18,WH01,P002,Sales Issue,-14,308900.0,SO000053,SOL0000100,,
IM00000386,2026-01-19,WH01,P004,PO Receipt,21,484548.1089162,PO000115,POL0000115,B2512116,2028-01-19
IM00000387,2026-01-19,WH01,P003,Sales Issue,-20,309100.0,SO000032,SOL0000059,,
IM00000388,2026-01-19,WH01,P002,Sales Issue,-23,308400.0,SO000032,SOL0000060,,
IM00000389,2026-01-20,WH01,P004,Sales Issue,-35,472300.0,SO000032,SOL0000057,,
IM00000390,2026-01-20,WH01,P001,Sales Issue,-16,461300.0,SO000032,SOL0000058,,
IM00000391,2026-01-21,WH01,P005,Damage Adjustment,-2,461000.0,ADJ,,,
IM00000392,2026-01-23,WH01,P002,PO Receipt,16,310229.8571,PO000131,POL0000131,B2601132,2028-01-23
IM00000393,2026-01-24,WH01,P006,PO Receipt,19,463758.5862,PO000132,POL0000132,B2601133,2029-01-23
IM00000394,2026-01-24,WH01,P006,Sales Issue,-19,426500.0,SO000131,SOL0000231,,
IM00000395,2026-01-26,WH01,P008,PO Receipt,152,256884.19151116,PO000125,POL0000125,B2601126,2028-01-26
IM00000396,2026-01-26,WH01,P008,Sales Issue,-121,255700.0,SO000130,SOL0000227,,
IM00000397,2026-01-28,WH01,P009,PO Receipt,20,171675.37474628,PO000126,POL0000126,B2601127,2029-01-27
IM00000398,2026-01-28,WH01,P009,QA Rejection,-1,171675.37474628,PO000126,POL0000126,B2601127,
IM00000399,2026-01-28,WH01,P022,Sales Issue,-3,1801800.0,SO000169,SOL0000295,,
IM00000400,2026-01-29,WH01,P004,PO Receipt,15,487854.8249554,PO000123,POL0000123,B2601124,2028-01-29
IM00000401,2026-01-29,WH01,P005,PO Receipt,24,417411.2909054,PO000124,POL0000124,B2601125,2028-01-29
IM00000402,2026-01-29,WH01,P023,Sales Issue,-5,2611400.0,SO000054,SOL0000102,,
IM00000403,2026-01-29,WH01,P027,Sales Issue,-6,2931900.0,SO000054,SOL0000103,,
IM00000404,2026-01-29,WH01,P001,Sales Issue,-40,460400.0,SO000103,SOL0000181,,
IM00000405,2026-01-30,WH01,P024,PO Receipt,18,3487573.5324712396,PO000114,POL0000114,B2512115,2029-01-29
IM00000406,2026-01-30,WH01,P024,Sales Issue,-10,3557200.0,SO000080,SOL0000148,,
IM00000407,2026-01-31,WH01,P022,PO Receipt,4,1621692.36054297,PO000107,POL0000107,B2512108,2029-01-30
IM00000408,2026-01-31,WH01,P003,PO Receipt,30,342178.2925,PO000134,POL0000134,B2601135,2028-01-31
IM00000409,2026-01-31,WH01,P022,Sales Issue,-2,1801800.0,SO000169,SOL0000295,,
IM00000410,2026-02-01,WH01,P021,PO Receipt,30,88391.66019175999,PO000119,POL0000119,B2512120,2028-02-01
IM00000411,2026-02-01,WH01,P021,Sales Issue,-3,95200.0,SO000092,SOL0000166,,
IM00000412,2026-02-02,WH01,P019,PO Receipt,28,199132.6456708,PO000117,POL0000117,B2512118,2027-02-02
IM00000413,2026-02-02,WH01,P019,QA Rejection,-1,199132.6456708,PO000117,POL0000117,B2512118,
IM00000414,2026-02-02,WH01,P019,Sales Issue,-22,205600.0,SO000030,SOL0000054,,
IM00000415,2026-02-02,WH01,P002,Sales Issue,-12,311100.0,SO000093,SOL0000168,,
IM00000416,2026-02-04,WH01,P006,PO Receipt,15,463758.5862,PO000138,POL0000138,B2601139,2029-02-03
IM00000417,2026-02-04,WH01,P006,Sales Issue,-4,426500.0,SO000131,SOL0000231,,
IM00000418,2026-02-04,WH01,P006,Sales Issue,-11,425400.0,SO000053,SOL0000101,,
IM00000419,2026-02-07,WH01,P001,PO Receipt,54,476344.16665796,PO000129,POL0000129,B2601130,2028-02-07
IM00000420,2026-02-07,WH01,P001,PO Receipt,80,464057.7235,PO000137,POL0000137,B2601138,2028-02-07
IM00000421,2026-02-07,WH01,P001,Sales Issue,-23,460400.0,SO000103,SOL0000181,,
IM00000422,2026-02-07,WH01,P001,Sales Issue,-20,472600.0,SO000153,SOL0000276,,
IM00000423,2026-02-08,WH01,P002,PO Receipt,24,310191.89794051996,PO000133,POL0000133,B2601134,2028-02-08
IM00000424,2026-02-11,WH01,P018,Sales Issue,-31,228800.0,SO000126,SOL0000218,,
IM00000425,2026-02-11,WH01,P017,Sales Issue,-32,143800.0,SO000126,SOL0000219,,
IM00000426,2026-02-12,WH01,P006,PO Receipt,78,492647.47913888004,PO000130,POL0000130,B2601131,2029-02-11
IM00000427,2026-02-12,WH01,P006,Sales Issue,-9,425400.0,SO000053,SOL0000101,,
IM00000428,2026-02-12,WH01,P006,Sales Issue,-15,442100.0,SO000103,SOL0000182,,
IM00000429,2026-02-15,WH01,P010,PO Receipt,96,237481.20176212,PO000127,POL0000127,B2601128,2027-02-15
IM00000430,2026-02-15,WH01,P010,QA Rejection,-4,237481.20176212,PO000127,POL0000127,B2601128,
IM00000431,2026-02-15,WH01,P010,Sales Issue,-71,267800.0,SO000130,SOL0000226,,
IM00000432,2026-02-16,WH01,P004,PO Receipt,35,488668.5220004,PO000135,POL0000135,B2601136,2028-02-16
IM00000433,2026-02-19,WH01,P016,Sales Issue,-16,422500.0,SO000177,SOL0000304,,
IM00000434,2026-02-19,WH01,P015,Sales Issue,-11,89600.0,SO000177,SOL0000305,,
IM00000435,2026-02-21,WH01,P017,PO Receipt,68,148051.1272,PO000142,POL0000142,B2602143,2028-02-21
IM00000436,2026-02-21,WH01,P002,Cycle Count Adjustment,-2,321000.0,ADJ,,,
IM00000437,2026-02-21,WH01,P017,Sales Issue,-37,143800.0,SO000126,SOL0000219,,
IM00000438,2026-02-21,WH01,P002,Sales Issue,-18,322500.0,SO000138,SOL0000245,,
IM00000439,2026-02-21,WH01,P003,Sales Issue,-56,311500.0,SO000138,SOL0000246,,
IM00000440,2026-02-24,WH01,P001,Sales Issue,-16,472300.0,SO000167,SOL0000293,,
IM00000441,2026-02-26,WH01,P016,PO Receipt,56,427182.4502,PO000145,POL0000145,B2602146,2029-02-25
IM00000442,2026-02-26,WH01,P016,Sales Issue,-39,422500.0,SO000177,SOL0000304,,
IM00000443,2026-02-26,WH01,P006,Sales Issue,-46,427700.0,SO000139,SOL0000247,,
IM00000444,2026-02-26,WH01,P005,Sales Issue,-39,442600.0,SO000139,SOL0000248,,
IM00000445,2026-02-26,WH01,P002,Sales Issue,-30,309500.0,SO000139,SOL0000249,,
IM00000446,2026-02-27,WH01,P015,PO Receipt,28,96811.3957,PO000144,POL0000144,B2602145,2029-02-26
IM00000447,2026-02-27,WH01,P015,Sales Issue,-19,89600.0,SO000177,SOL0000305,,
IM00000448,2026-03-01,WH01,P019,PO Receipt,5,207275.86379081,PO000141,POL0000141,B2602142,2027-03-01
IM00000449,2026-03-04,WH01,P001,PO Receipt,36,464057.7235,PO000148,POL0000148,B2602149,2028-03-03
IM00000450,2026-03-06,WH01,P003,Sales Issue,-9,316800.0,SO000109,SOL0000189,,
IM00000451,2026-03-07,WH01,P005,PO Receipt,48,450772.4339,PO000150,POL0000150,B2602151,2028-03-06
IM00000452,2026-03-07,WH01,P005,Sales Issue,-6,442600.0,SO000139,SOL0000248,,
IM00000453,2026-03-08,WH01,P005,Sales Issue,-8,464700.0,SO000082,SOL0000150,,
IM00000454,2026-03-08,WH01,P010,Sales Issue,-21,254500.0,SO000094,SOL0000169,,
IM00000455,2026-03-09,WH01,P018,PO Receipt,42,225949.01715813,PO000143,POL0000143,B2602144,2026-09-05
IM00000456,2026-03-09,WH01,P003,PO Receipt,60,342178.2925,PO000147,POL0000147,B2602148,2028-03-08
IM00000457,2026-03-09,WH01,P018,Sales Issue,-12,228800.0,SO000126,SOL0000218,,
IM00000458,2026-03-09,WH01,P003,Sales Issue,-38,325000.0,SO000082,SOL0000151,,
IM00000459,2026-03-11,WH01,P001,Sales Issue,-39,472700.0,SO000120,SOL0000210,,
IM00000460,2026-03-11,WH01,P003,Sales Issue,-12,310400.0,SO000120,SOL0000211,,
IM00000461,2026-03-12,WH01,P005,Sales Issue,-24,455800.0,SO000033,SOL0000062,,
IM00000462,2026-03-13,WH01,P017,Sales Issue,-31,146300.0,SO000179,SOL0000307,,
IM00000463,2026-03-14,WH01,P022,PO Receipt,4,1636074.4257080902,PO000136,POL0000136,B2601137,2029-03-13
IM00000464,2026-03-14,WH01,P023,PO Receipt,10,2285071.54637643,PO000139,POL0000139,B2601140,2029-03-13
IM00000465,2026-03-14,WH01,P002,PO Receipt,36,312582.92222382,PO000146,POL0000146,B2602147,2028-03-13
IM00000466,2026-03-14,WH01,P023,Sales Issue,-1,2611400.0,SO000054,SOL0000102,,
IM00000467,2026-03-14,WH01,P002,Sales Issue,-19,309500.0,SO000139,SOL0000249,,
IM00000468,2026-03-14,WH01,P002,Sales Issue,-13,330300.0,SO000033,SOL0000061,,
IM00000469,2026-03-18,WH01,P002,PO Receipt,48,312082.22554625996,PO000149,POL0000149,B2602150,2028-03-17
IM00000470,2026-03-18,WH01,P002,Sales Issue,-6,334400.0,SO000156,SOL0000281,,
IM00000471,2026-03-19,WH01,P003,PO Receipt,48,342178.2925,PO000152,POL0000152,B2603153,2028-03-18
IM00000472,2026-03-19,WH01,P001,PO Receipt,40,464057.7235,PO000154,POL0000154,B2603155,2028-03-18
IM00000473,2026-03-20,WH01,P003,Sales Issue,-23,326200.0,SO000151,SOL0000273,,
IM00000474,2026-03-20,WH01,P001,Sales Issue,-20,468400.0,SO000151,SOL0000274,,
IM00000475,2026-03-21,WH01,P002,Sales Issue,-12,325900.0,SO000127,SOL0000220,,
IM00000476,2026-03-23,WH01,P006,PO Receipt,46,450650.50390853995,PO000151,POL0000151,B2602152,2029-03-22
IM00000477,2026-03-23,WH01,P005,PO Receipt,32,450772.4339,PO000155,POL0000155,B2603156,2028-03-22
IM00000478,2026-03-23,WH01,P017,PO Receipt,168,148051.1272,PO000156,POL0000156,B2603157,2028-03-22
IM00000479,2026-03-23,WH01,P017,Sales Issue,-137,146300.0,SO000179,SOL0000307,,
IM00000480,2026-03-24,WH01,P027,PO Receipt,12,3182526.49030665,PO000140,POL0000140,B2601141,2029-03-23
IM00000481,2026-03-24,WH01,P027,Sales Issue,-5,2931900.0,SO000054,SOL0000103,,
IM00000482,2026-03-25,WH01,P002,Sales Issue,-8,317100.0,SO000161,SOL0000287,,
IM00000483,2026-04-01,WH01,P003,PO Receipt,30,342178.2925,PO000158,POL0000158,B2603159,2028-03-31
IM00000484,2026-04-01,WH01,P026,Sales Issue,-6,3848600.0,SO000067,SOL0000124,,
IM00000485,2026-04-01,WH01,P012,Sales Issue,-25,256800.0,SO000175,SOL0000302,,
IM00000486,2026-04-04,WH01,P001,Sales Issue,-26,473900.0,SO000164,SOL0000290,,
IM00000487,2026-04-08,WH01,P012,PO Receipt,44,287242.5753,PO000160,POL0000160,B2604161,2029-04-07
IM00000488,2026-04-08,WH01,P012,Sales Issue,-16,256800.0,SO000175,SOL0000302,,
IM00000489,2026-04-08,WH01,P002,Sales Issue,-26,332400.0,SO000068,SOL0000125,,
IM00000490,2026-04-08,WH01,P006,Sales Issue,-22,434100.0,SO000068,SOL0000126,,
IM00000491,2026-04-08,WH01,P012,Sales Issue,-28,262000.0,SO000176,SOL0000303,,
IM00000492,2026-04-09,WH01,P002,PO Receipt,18,312454.79500487,PO000157,POL0000157,B2603158,2028-04-08
IM00000493,2026-04-09,WH01,P002,Sales Issue,-3,332400.0,SO000068,SOL0000125,,
IM00000494,2026-04-11,WH01,P001,PO Receipt,44,486850.5765,PO000162,POL0000162,B2604163,2028-04-10
IM00000495,2026-04-11,WH01,P023,Sales Issue,-9,2560400.0,SO000034,SOL0000063,,
IM00000496,2026-04-11,WH01,P024,Sales Issue,-8,3504000.0,SO000034,SOL0000065,,
IM00000497,2026-04-11,WH01,P022,Sales Issue,-6,1663000.0,SO000034,SOL0000066,,
IM00000498,2026-04-14,WH01,P002,PO Receipt,18,312482.45589089,PO000159,POL0000159,B2603160,2028-04-13
IM00000499,2026-04-15,WH01,P012,PO Receipt,56,287242.5753,PO000164,POL0000164,B2604165,2029-04-14
IM00000500,2026-04-15,WH01,P012,Sales Issue,-30,262000.0,SO000176,SOL0000303,,
IM00000501,2026-04-17,WH01,P003,Sales Issue,-7,304500.0,SO000121,SOL0000212,,
IM00000502,2026-04-21,WH01,P021,Cycle Count Adjustment,-1,96000.0,ADJ,,,
IM00000503,2026-04-23,WH01,P002,Sales Issue,-14,309400.0,SO000170,SOL0000296,,
IM00000504,2026-04-24,WH01,P010,PO Receipt,30,239367.20609768003,PO000153,POL0000153,B2603154,2027-04-24
IM00000505,2026-04-24,WH01,P010,Sales Issue,-4,254500.0,SO000094,SOL0000169,,
IM00000506,2026-04-24,WH01,P002,Sales Issue,-11,330300.0,SO000163,SOL0000289,,
IM00000507,2026-04-26,WH01,P006,PO Receipt,22,466655.01044160005,PO000163,POL0000163,B2604164,2029-04-25
IM00000508,2026-04-26,WH01,P001,Sales Issue,-55,478200.0,SO000013,SOL0000022,,
IM00000509,2026-04-26,WH01,P004,Sales Issue,-17,482100.0,SO000140,SOL0000251,,
IM00000510,2026-04-26,WH01,P001,Sales Issue,-7,487500.0,SO000140,SOL0000252,,
IM00000511,2026-04-26,WH01,P019,Sales Issue,-10,204400.0,SO000178,SOL0000306,,
IM00000512,2026-04-27,WH01,P002,Sales Issue,-8,329600.0,SO000140,SOL0000250,,
IM00000513,2026-04-28,WH01,P002,PO Receipt,18,334460.1674,PO000170,POL0000170,B2604171,2028-04-27
IM00000514,2026-04-28,WH01,P002,Sales Issue,-18,329600.0,SO000140,SOL0000250,,
IM00000515,2026-04-28,WH01,P005,Sales Issue,-13,462700.0,SO000012,SOL0000021,,
IM00000516,2026-04-29,WH01,P004,Sales Issue,-34,472200.0,SO000012,SOL0000020,,
IM00000517,2026-04-30,WH01,P001,Sales Issue,-7,480400.0,SO000014,SOL0000023,,
IM00000518,2026-04-30,WH01,P003,Sales Issue,-58,306600.0,SO000014,SOL0000025,,
IM00000519,2026-05-03,WH01,P001,PO Receipt,64,486850.5765,PO000171,POL0000171,B2604172,2028-05-02
IM00000520,2026-05-03,WH01,P002,PO Receipt,42,334460.1674,PO000174,POL0000174,B2604175,2028-05-02
IM00000521,2026-05-03,WH01,P002,Sales Issue,-8,329600.0,SO000140,SOL0000250,,
IM00000522,2026-05-03,WH01,P002,Sales Issue,-34,312300.0,SO000012,SOL0000019,,
IM00000523,2026-05-06,WH01,P019,PO Receipt,18,235296.2715,PO000173,POL0000173,B2604174,2027-05-06
IM00000524,2026-05-06,WH01,P019,Sales Issue,-11,204400.0,SO000178,SOL0000306,,
IM00000525,2026-05-06,WH01,P012,Sales Issue,-26,251900.0,SO000035,SOL0000067,,
IM00000526,2026-05-06,WH01,P006,Sales Issue,-23,456100.0,SO000157,SOL0000283,,
IM00000527,2026-05-07,WH01,P003,PO Receipt,72,354940.1677,PO000176,POL0000176,B2604177,2028-05-06
IM00000528,2026-05-07,WH01,P003,Sales Issue,-5,306600.0,SO000014,SOL0000025,,
IM00000529,2026-05-10,WH01,P003,Sales Issue,-67,309600.0,SO000036,SOL0000068,,
IM00000530,2026-05-11,WH01,P001,Sales Issue,-61,473600.0,SO000069,SOL0000127,,
IM00000531,2026-05-12,WH01,P026,PO Receipt,24,4330935.0462244805,PO000161,POL0000161,B2604162,2029-05-11
IM00000532,2026-05-12,WH01,P026,Sales Issue,-19,3848600.0,SO000067,SOL0000124,,
IM00000533,2026-05-12,WH01,P026,Sales Issue,-5,3895000.0,SO000034,SOL0000064,,
IM00000534,2026-05-13,WH01,P012,PO Receipt,44,287242.5753,PO000184,POL0000184,B2605185,2029-05-12
IM00000535,2026-05-13,WH01,P012,Sales Issue,-17,251900.0,SO000035,SOL0000067,,
